"0x000000000000084e91743124a982076c59f10084","1E-18","No"
"0x0000000033431f236e97fa549b367827360effd7","1E-18","No"
"0x000000005be1b41f8ed12d32409c8475e83f2ee3","1E-18","No"
"0x0006f614f86e4dcfc973d75798f0f7f53333678c","4344.46683569588","No"
"0x009efc2255e590dd1ae9b3689c3ce16c45b95276","3624.27301789987","No"
"0x0106e09f7bf7ee93ebe3f801cbe98ceba1d528c5","10000.6374186611","No"
"0x01f1e43e0622237965452ff8dec751d55381eceb","18138.7629148576","No"
"0x02323dd1136f5d6315ef0680ed459e468a51d9a7","25344.1168206466","No"
"0x02c85680a4f9c5f5318adc782ad65dfabcab592b","0.27729427861273","No"
"0x0376fda367dc6362abd4eedd24032e70dc580c31","17805.7820608143","No"
"0x0378ee7599292d42a1d922e45feded64b3296392","9094.06223275284","No"
"0x03ba13f337d0185bbce99639f8f11d540ebce5e5","16497.1369493676","No"
"0x05573688669fb7e4a6bd0e312c07e19373a5a88d","82676.7650968546","No"
"0x0579fb3398c9877b9878f07aff7b4aa911ca9388","0.00610821661788905","No"
"0x0692ee6b5c88870da8105afeaa834a20091a29ff","71082.8937368993","No"
"0x08dda4b3d2daa6f32bbad7afc6bbddb27f6bc685","14285.6","No"
"0x092d79ffcc195e1945db901cce1fe3928a2696b5","107585.049511896","No"
"0x09a663c910916cfb6e229e0479f4c365d60ab3b3","317752.65937652","No"
"0x0a7d662dc06cf31218cd810d869f27a7ebfa3b55","143443.824600145","No"
"0x0a991e5787d58b1c0f9d60b1c428fead9ddf5260","23255.2090344409","No"
"0x0b5b89f599b4a8859f4ca3f034e7affda6d08d8b","20081.7939693252","No"
"0x0b7ded783106803dc03197028d26c86e548910a5","71725.0924961692","No"
"0x0be04ed0f33df4c52e16440d95ccbdac8d9e17c9","10714.2","No"
"0x0bf3d2372a1039de3113448852358f17f9ecfa24","0.0204865578814719","No"
"0x0d3163474b589d5a6ce03c77c46c3dac5c0f3fca","0.105190799157518","No"
"0x0efb322a9b425a6b319059c1cceb1da03c328720","3062.65304983458","No"
"0x10128d0eee3c0388c192e9f47e9fffd8b4e740a1","25285.9189160519","No"
"0x10b9816ddfd96c0fd72bfc7f61d5bb2241691c47","20125.0151856121","No"
"0x11e3868b7fc2e9e7b5d47c29f3271770d557e640","54450.3992496423","No"
"0x12258f741e0e2ba1f6ceba6915e252ee78fc7973","7392.41964804756","No"
"0x122a91be1bf5c48739880477868bb0ebe9f5ce86","28606.535288454","No"
"0x124fa08fc9f4ec72a13425d3f131794e8fc5f90c","95154.9898732291","No"
