"HolderAddress","Balance","PendingBalanceUpdate"
"0x577b1abe38de35e41243ee14910dffda313f6c11","26220021.8","No"
"0x054e658979622de6b5dfd86b20abee06e1dea529","5880.2374108506","No"
"0x20fd3c1af308a433835eec9b9f2edc20e6144f2c","2973.0184351192","No"
"0x6a6c9feef4e49aa8f017483125ebda2b8dbc2acc","60000001","No"
"0xb3471139cc5943b17b2c392c2e363d0071695885","1","No"
"0x5d3503ef6858ad3b8dcd728405587eac0b23e014","1","No"
"0xbf2098d98c06fa7eaf224fb7e15943e79694bcfb","1","No"
"0xa2916461fd9d0343ead1d5f6f03021c002e35189","21600001","No"
"0xc8ca3c0f011fe42c48258ecbbf5d94c51f141c17","510551.447873782","Yes"
"0x394402349667682c510250e2df416105b5d6bc55","660.639002623453","No"
"0x00000000e8080db3ed60313725643d38bec42071","1E-18","No"
"0x7746410dc4ab1ce5251eed08cf5aa2424e70cf13","6491.90664373852","No"
"0xf5125eb801df8b3cd4009383aee2e3bf49f77d4f","4546.42843215345","No"
"0x002e1a0efeaf2f92e4b72a62d1fe6104fd1e8c4a","4314.39962868904","No"
"0x855a5b16782304d3382dd764ef69a10efbeb9a77","1E-18","No"
"0x45afe58a22f15015a5015eb86cdcaaf6f70c8340","1011.7236074522","No"
"0x9325452d1165bcb761f98fdbd0da51c923a9ea56","1095.68481153308","No"
"0x4c39ada0340c1eb3cee343f44819323dd29081a9","3.214119328343E-06","No"
"0xb3ff9b3c88d267d1dc0156fdf4584139c5baec76","2000.00919432672","No"
"0x6d3ed1d6af678f0e16b548531dbe507ebdf2ccc9","1685.0228540438","No"
"0x21adf4af41e1fab68af1cb3879f34c039553c824","3194.6536226148","No"
"0x87334d4fc7bf56fded4084335c60fc9ad6701e2f","94.7627960883705","No"
"0x06339b5841c2b421c1a9e793e18396fe905ab412","1931.71823679491","No"
"0x3de3cf26ad61acdb86a45b427b4ec32ea0042abf","108.841614036287","No"
"0x072052742fe6ca4cda80c10e77f2e9bd5faeca28","180.107160540055","No"
"0xd2ffc5241e4ea49907ffda4a169e7ea9a8efd239","2785.4207245372","No"
"0xde8d80a173df549eda90b42adc21165154233be8","500.645777354253","No"
"0x309c542bf2b7f7dfce6afccd26ba4a66220b71f4","16645.6058442083","No"
"0xa1c60d3a635acb5654eba5f9349235452156b342","439.624518050427","No"
"0x88559bf4bd0eac8b5704a22004ac06feb8b6c86a","1683.64375745263","No"
