"HolderAddress","Balance","PendingBalanceUpdate"
"0x000000000000000000000000000000000000dead","62962280.1","No"
"0x000000000000084e91743124a982076c59f10084","1E-18","No"
"0x0000000000000eb4ec62758aae93400b3e5f7f18","0.73439414626853","No"
"0x0000000000007f150bd6f54c40a34d7c3d5e9f56","4.16835191225973","No"
"0x00000000002bde777710c370e08fc83d61b2b8e1","1E-18","No"
"0x0000000033431f236e97fa549b367827360effd7","1E-18","No"
"0x000000003a7cd5b15e460f73976b267544726f5f","1E-18","No"
"0x0000000071e801062eb0544403f66176bba42dc0","1E-18","No"
"0x00000000751edf02c727ea9d0c1c8e64f169e343","1E-18","No"
"0x00000000acd5ca17eee6d92d9ca121543126cce1","1E-18","No"
"0x00000000cd47aa64daf64f5144b0d7885754374c","1E-18","No"
"0x00000000dc0e59517a8114348d9130e7d3835832","1E-18","No"
"0x00000000e8080db3ed60313725643d38bec42071","1E-18","No"
"0x00000000e84f2bbdfb129ed6e495c7f879f3e634","1.2852E-14","No"
"0x00000000e8b06d9bf77ba40fc89e4eaa4f225e5c","1E-18","No"
"0x00000000f515b28e81a0e98ea3f4f816ef7e62b2","1E-18","No"
"0x000000a61aa8c4e48a832cc39655ef8156097aa2","1E-18","No"
"0x000000aaee6a496aaf7b7452518781786313400f","87.4955408824255","No"
"0x000000ed5113006b6f24002dd7577bb547e2005a","1E-18","No"
"0x0000e9ef000000a15f1f02c1008d21eb66001534","1E-18","No"
"0x0003189fa95767df7c2d95142775d9e32f81009d","6.940799413104E-06","No"
"0x000910024c53ca00ac0a91daaa3f5e51a9f01612","5.95929587924553","No"
"0x000dabd85632785a5c75fe0bdc901d6db645e178","2.17406401008839","No"
"0x0013f359b484d028ee645a14fee37171b1b9a917","27.5","No"
"0x001720e3d20fbd0f94835fbded5b819306498c75","7.258486520496E-05","No"
"0x0018459e46bf55513d183ff327ffdd7d59bfdb4a","6","No"
"0x001d4df51503efa821ac5b3358751ea491a5b07e","30","No"
"0x001e55e5ddec8d9c0da3208a1a9279dab63d27c8","3.86117208207932","No"
"0x001f43cd9e84d90e1ee9db192724cef073d3fb2e","2.44143767477341","No"
"0x00323092db739c1384b03b3b3a18b7d3c5e68989","18","No"
"0x0036e4112c87877687c5af322c7f8728d1faf460","15","No"
"0x0037a35113429e58013a5051c2f139984c87afd9","32.2631677509214","No"
"0x00390c997b6e23eaf33be96b5aa20a22c9681acb","7.52580571559855","No"
"0x00413764785cf4a279f7b7d274482af5b589a06b","13.2642502012863","No"
"0x00514ecb679de04abdecde0e556cbca96e5e7226","36.8975602432639","No"
"0x005f63b3e13ec62c4d732b593240b6ca7aa22502","154.21","No"
"0x0061e08d29b7e936eecb1d38d624cebc303a1418","69.672229231197","No"
"0x00684c0d3e2c22855632e957de0da77eec26c0df","42.3711464102396","No"
"0x0068f32b3d96e798bebfa1d9ec110a6562321717","100.063932447728","No"
"0x007cff11bf6318883673441fd6ec2c16ee9aa575","196.842224484079","No"
"0x00926e7ebc1791bbebac76564b48fbea3f5f27ec","8.9850186308732E-05","No"
"0x009b862157c7414a06624f1823e10e956bda73f9","5","No"
"0x00a08fa99a93b7a754ad8b52ed159379b8fd5892","23.7545305212375","No"
"0x00aca6e23c5af099b6128aa334ea70f2cd4359e8","17.5041870736668","No"
"0x00b6fc8ec8d10f86ac1cf759ff83cc55bae47b1f","5.5277947802217E-05","No"
"0x00bec5e867aab11937a4ffafa9e25793d0ad944d","20","No"
"0x00bf034cec51975faece51b285724301436b21c4","1E-18","No"
"0x00bfa8002bd85f75de5ad3dfe3827d5baafe00af","9.82871919011618","No"
"0x00c21d77b39a7439710c5aeb09c2c36800b6d6b8","13.6591156954511","No"
"0x00c5e966fb450ed76c87def17c8d7a98e4892637","116.233717842907","No"
"0x00c68556f2b1786263224d5aeef15f29d8c8d519","9.18193522657696","No"
"0x00c8afaf4afa1bb1fa9a1528ca440d1e1bd6065e","5.5","No"
"0x00c950c68faf645f3678db124b1e4cfd34e266ee","12.34","No"
"0x00c96dfbade5a49dee69d58e8590567e97b9c048","73.3039600278757","No"
"0x00c984ecefd4e8f4d3a1a7750a65e6ebed958fe9","2.54926421688213","No"
"0x00cac88ab9c108a2db79b90888c7e1884a0e65d6","7.0361849803E-07","No"
"0x00d0ab7d59d69a6ef33c31c3b50a4a67d4319d63","158.213971039592","No"
"0x00d0fc69ac0c15be8cc911ffe9982afb4a713958","2.15052184517109","No"
"0x00d14d2bffa3363114793f8f5df05b6d82f14ba1","9.63336537018515","No"
"0x00e413ebe3b333b9a6abdd63410968bcaf14089f","82.0789378432344","No"
"0x00e858f56c0fc4fc7d2ab0689566af11b63d91bd","1.439E-15","No"
"0x00edfdba5fb7ffab5cb7ed558fd2da5200f4a741","19.1746058871849","No"
"0x00f2a1c9274e71e6aa755b8d5f67b891892bca1f","4.9513E-14","No"
"0x00f470f48cb37afb7ac706bb527aa5b975ff1416","5.44359162275726","No"
"0x00fc1844275994d912620ea9da60948d1bfe908e","44.8303118111101","No"
"0x01010f931c187126594bf0cde5f867b441cc7c62","49.0450861512301","No"
"0x0108347068616a6bf61e138736ad11fe3ea22c36","7.97651497173656","No"
"0x010e5dde44a8d85abf95f54ab65d3422e180414b","11.7562472247221","No"
"0x0112d4f1aa3807438ddf6772abf5632c805476ff","17.1652438257015","No"
"0x011a2ea2cd7f222496c33e166cf71aaab3b3931e","1.5","No"
"0x01206255a7423f72b27d85a4c57c4ace566273d8","10","No"
"0x012220bad4752091f2a93f5ec20c1608efac771a","17.0431515216276","No"
"0x0122fa24aa8a0997012c4c575cfb06583c0fadc2","25.2830849796424","No"
"0x012f3976c93260f7e4ce1289638278a870b6678d","50.4164417050512","No"
"0x01334205b9f066e4c2511fbae6cb205431af999f","2.87729096511469","No"
"0x0139d620d2a39675eeebf02ebf391b8f4a6eace9","200","No"
"0x013a3dc10bf2f1ce30c880bcfa7a5d3c7358d6f1","9.620068118077E-05","No"
"0x014b063f76d5dd20e2b796ed5637cac71a2cc332","1.00654279862546","No"
"0x0151cc37e580002656bd501d6084e6a2131d8b04","1.76964558705553","No"
